Company,Job Title,Job Type,Experience level,Company_requirement,Facilities,Salary (USD),Job Format,country,Domain
Payplug,Data Engineer,Full Time,Entry-level,"Architecture,BigQuery,CI/CD,Docker,Engineering,GCP",Not specified,59000.0,In location,France,Data Engineer
Sigma Software,Middle Data Engineer (Healthcare domain),Full Time,Mid-level,"Architecture,Azure,Big Data,BigQuery,Data analysis,Databricks",Not specified,73000.0,In location,Ukraine,Big Data
METRO/MAKRO,Senior Data Analyst (Pricing),Full Time,Senior-level,"BigQuery,Data pipelines,Data visualization,ELT,Engineering,ETL",Not specified,92000.0,In location,Spain,Data Analyst
Fannie Mae,People Analytics Data Visualization Senior Associate (Open to Remote),Full Time,Mid-level,"Architecture,AWS,Business Intelligence,Classification,Consulting,Data visualization","Career development,Flex hours,Health care,Home office stipend",51000.0,In location,United States,Business Intelligence
Alter Solutions,Développeur Power BI - H/F,Full Time,Senior-level,"Agile,Architecture,KPIs,Power BI,Privacy,R",Not specified,62000.0,In location,France,"DÉVELOPPEUR POWER BI - H/F AGILE,ARCHITECTURE,KPIS,POWER BI,PRIVACY,R"
Veeva Systems,Data Engineer,Full Time,Senior-level,"Airflow,AWS,Business Analytics,Databricks,DataOps,Data pipelines","Career development,Fitness / gym,Health care,Insurance",115000.0,In location,Portugal,Data Engineer
Curated,Product Manager - Experts & Artificial Intelligence,Full Time,Senior-level,"Computer Science,E-commerce,LLMs,Machine Learning,NLP,Research","Career development,Startup environment",69000.0,In location,United States,Artificial Intelligence
Bosch Group,Group Manager Data Analytics India,Full Time,Senior-level,"Data Analytics,Industrial",Not specified,55000.0,In location,India,Data Analyst
Statkraft,Data Analyst,Full Time,Entry-level,"APIs,Big Data,Data analysis,Data quality,GitHub,Grafana","Career development,Flex hours,Startup environment",48000.0,In location,United Kingdom,Big Data
Lendi Group,Senior Data Engineer,Full Time,Senior-level,"Agile,Airflow,Architecture,AWS,Azure,Data governance","Career development,Flex hours,Parental leave",115000.0,Remote,Australia,Data Engineer
Publicis Groupe,"Vice President Director, Data Scientist",Full Time,Executive-level,"AWS,Big Data,Business Analytics,Hadoop,Machine Learning,Mathematics",Career development,92000.0,In location,United States,Data Science
Amazon.com,"Business Intelligence Analyst, AWS Cloud Logistics",Full Time,Not specified,"AWS,Business Intelligence,CX,Data Analytics,Data management,Data visualization",Not specified,50000.0,In location,Malaysia,Data Analyst
Altos Labs,"Scientist/Senior Scientist, Machine Learning",Full Time,Senior-level,"Computer Science,Data analysis,Deep Learning,Diffusion models,Drug discovery,Genetics","Career development,Conferences",69000.0,In location,United States,Data Analyst
"ThousandEyes, Inc.","Principal Site Reliability Engineer, Datastores (Hybrid)",Full Time,Senior-level,"Architecture,AWS,Elasticsearch,Engineering,Kafka,Kubernetes","Career development,Equity,Health care,Insurance,Salary bonus",176000.0,In location,United States,"PRINCIPAL SITE RELIABILITY ENGINEER, DATASTORES (HYBRID) ARCHITECTURE,AWS,ELASTICSEARCH,ENGINEERING,KAFKA,KUBERNETES"
Bosch Group,Data Scientist,Full Time,Entry-level,"Big Data,Computer Science,CX,Cybernetics,Engineering,Industrial","Flex hours,Startup environment",40000.0,In location,Portugal,Data Science
Block,Machine Learning Manager (Systems),Full Time,Not specified,"Airflow,AWS,Banking,Blockchain,Crypto,Data analysis","Career development,Equity,Health care,Insurance,Parental leave",189000.0,In location,United States,Data Analyst
Sia Partners,Consultant Data Engineer,Full Time,Entry-level,"APIs,Architecture,AWS,Azure,Big Data,CI/CD",Startup environment,39000.0,In location,Belgium,Big Data
NobleAI,Machine Learning Engineer L3,Full Time,Mid-level,"Computer Science,KPIs,Machine Learning,ML models,Research,Security","401(k) matching,Career development,Equity,Flex vacation,Health care",149000.0,In location,United States,Machine Learning
Adevinta,Data Analyst Coches.net,Full Time,Senior-level,"Airflow,Big Data,Classification,Clustering,Data analysis,Databricks","Career development,Competitive pay,Conferences,Fitness / gym,Gear",92000.0,In location,Spain,Big Data
LivePerson,"Senior Product Marketing Manager, Conversational Intelligence & AI Products",Full Time,Senior-level,"Engineering,Excel,Market research,Research","Career development,Competitive pay,Conferences,Fertility benefits,Health care",130000.0,Remote,United States,Artificial Intelligence
YouGov,Graduate Data Analyst,Full Time,Entry-level,"Data analysis,Excel,Market research,Privacy,Research,Statistics","Career development,Health care,Insurance,Medical leave,Parental leave",48000.0,In location,India,Data Analyst
Lambda,Analytics Engineer,Full Time,Senior-level,"APIs,Architecture,AWS,BigQuery,Business Analytics,Computer Science","401(k) matching,Career development,Conferences,Equity,Flex hours",110000.0,Remote,Remote Worldwide,"ANALYTICS ENGINEER APIS,ARCHITECTURE,AWS,BIGQUERY,BUSINESS ANALYTICS,COMPUTER SCIENCE"
Databricks,Specialist Solutions Architect - Data Engineering (Public Sector),Full Time,Senior-level,"APIs,Architecture,AWS,Azure,Big Data,CI/CD","Career development,Flex hours,Flex vacation,Health care,Insurance",115000.0,Remote,United States,Data Science
Fullscript,Senior Machine Learning Engineer,Full Time,Senior-level,"AI strategy,BigQuery,Data Mining,Engineering,GPT,LLMs","Career development,Equity,Flex hours,Flex vacation,Health care",131000.0,In location,Canada,Artificial Intelligence
Zeta,Data Scientist,Full Time,Entry-level,"Banking,Chatbots,Data analysis,Engineering,FinTech,Machine Learning","Career development,Startup environment",40000.0,In location,India,Data Science
Tempus,Senior Data Quality Assurance Specialist,Full Time,Senior-level,"Biology,Computer Science,Data quality,Data visualization,Engineering,Genetics",Not specified,69000.0,In location,United States,Business Intelligence
"ThousandEyes, Inc.","Senior Site Reliability Engineer, Datastores (Hybrid)",Full Time,Senior-level,"AWS,DynamoDB,Elasticsearch,Kafka,Kubernetes,Linux","Career development,Team events",62000.0,In location,Portugal,"SENIOR SITE RELIABILITY ENGINEER, DATASTORES (HYBRID) AWS,DYNAMODB,ELASTICSEARCH,KAFKA,KUBERNETES,LINUX"
Arize AI,"Customer Success Junior ML Engineer, Onboarding Specialist",Full Time,Entry-level,"APIs,AWS,Azure,Consulting,Deep Learning,Drones","Competitive pay,Equity,Health care,Medical leave,Parental leave",90000.0,Remote,United States,Machine Learning
Twenty First Group,Senior Data Science Engineer,Full Time,Mid-level,"AWS,Bayesian,Docker,Engineering,Git,Machine Learning","Career development,Flex hours,Health care",51000.0,In location,United Kingdom,Data Science
Netcentric,Digital Analytics Engineer,Full Time,Senior-level,"Consulting,GCP,Google Cloud,Looker,Power BI,Privacy","Fitness / gym,Flex hours,Flex vacation,Home office stipend,Salary bonus",110000.0,In location,Germany,"DIGITAL ANALYTICS ENGINEER CONSULTING,GCP,GOOGLE CLOUD,LOOKER,POWER BI,PRIVACY"
Faraday Future,Senior Big Data Engineer,Full Time,Senior-level,"Airflow,AWS,Azure,Big Data,Computer Science,Data analysis","Equity,Relocation support",0.0,In location,United States,Big Data
Twilio,"Senior Data Scientist, Marketing",Full Time,Senior-level,"Airflow,AWS,Data Analytics,Data pipelines,Engineering,Looker","401(k) matching,Career development,Competitive pay,Equity,Flex vacation",120000.0,Remote,United States,Data Science
Wallbox,Analytics Engineer Intern,Internship,Entry-level,"Airflow,BigQuery,CI/CD,Databricks,Data quality,Data warehouse","Career development,Flex hours,Team events",0.0,In location,Spain,"ANALYTICS ENGINEER INTERN AIRFLOW,BIGQUERY,CI/CD,DATABRICKS,DATA QUALITY,DATA WAREHOUSE"
Current,Master Data Team Manager,Full Time,Executive-level,"Data quality,Industrial",401(k) matching,73000.0,In location,United States,"MASTER DATA TEAM MANAGER DATA QUALITY,INDUSTRIAL,,,,"
Block,"Senior Data Engineer, Enterprise Engineering",Full Time,Senior-level,"Airflow,AWS,Banking,Blockchain,Crypto,CX","Career development,Parental leave,Wellness",115000.0,In location,Canada,Data Engineer
Foursquare,Data Operations Associate,Full Time,Entry-level,"Architecture,AWS,DataOps,Engineering,Privacy,Python","Career development,Flex hours,Flex vacation,Health care,Home office stipend",39000.0,In location,Serbia,"DATA OPERATIONS ASSOCIATE ARCHITECTURE,AWS,DATAOPS,ENGINEERING,PRIVACY,PYTHON"
Fetch,Data Analyst,Full Time,Senior-level,"Airflow,AWS,Big Data,Bitbucket,Data Analytics,Excel","401(k) matching,Equity,Flex hours,Flex vacation,Health care",92000.0,In location,United States,Big Data
Extreme Networks,Staff ML Engineer (8627),Full Time,Senior-level,"Bayesian,Big Data,Computer Science,Docker,Engineering,Git",Career development,131000.0,In location,Canada,Big Data
Databricks,Specialist Architect : Big Data,Full Time,Senior-level,"Architecture,AWS,Azure,Big Data,Consulting,Data Analytics","Career development,Health care,Insurance,Medical leave,Parental leave",49000.0,Remote,India,Big Data
Bosch Group,Research Engineer in Multi Agent Path Finding for Mobile Robots (f/m/div.),Full Time,Entry-level,"Agile,Computer Science,Deep Learning,Industrial,Linux,Machine Learning",Not specified,105000.0,In location,Germany,Machine Learning
Databricks,"Product Marketing Manager, Data Engineering",Full Time,Senior-level,"Computer Science,Databricks,Engineering,ETL,Excel,MLFlow","Career development,Conferences,Flex vacation,Health care,Insurance",115000.0,In location,United States,Data Science
Sia Partners,Machine Learning Engineer,Full Time,Entry-level,"AWS,Azure,Big Data,Computer Science,Computer Vision,Consulting","Career development,Competitive pay,Conferences,Salary bonus,Startup environment",30000.0,In location,Belgium,Big Data
Meshcapade,CV/ML Engineer for 3D Virtual Humans - Remote Europe,Full Time,Senior-level,"Computer Science,Computer Vision,Deep Learning,Engineering,Machine Learning,ML models","Career development,Competitive pay,Flex hours,Team events",131000.0,Remote,Germany,Machine Learning
Srijan Technologies,Senior Data Engineer - Data Bricks,Full Time,Senior-level,"Agile,APIs,Azure,Databricks,Data management,Data pipelines",Career development,115000.0,In location,India,Data Engineer
Uniphore,Director AI Science,Full Time,Executive-level,"Banking,Computer Science,Conversational AI,Data analysis,Industrial,LLMs","Conferences,Startup environment,Team events",81000.0,In location,United States,Artificial Intelligence
Control Risks,Researcher- Business Intelligence,Full Time,Entry-level,"Business Intelligence,Excel,Finance,Research","Career development,Equity,Flex hours,Salary bonus",35000.0,In location,India,Business Intelligence
"Nuro, Inc.",Machine Learning Research Scientist,Full Time,Entry-level,"Computer Science,Data pipelines,Deep Learning,ICLR,ICML,Machine Learning","Career development,Competitive pay,Conferences,Equity,Salary bonus",167000.0,In location,United States,Machine Learning
Peloton,"Staff Database Reliability Engineer, Datastores",Full Time,Senior-level,"Architecture,AWS,Consulting,Distributed Systems,DynamoDB,Engineering","401(k) matching,Competitive pay,Equity,Fertility benefits,Fitness / gym",236000.0,In location,United States,"STAFF DATABASE RELIABILITY ENGINEER, DATASTORES ARCHITECTURE,AWS,CONSULTING,DISTRIBUTED SYSTEMS,DYNAMODB,ENGINEERING"
TripAdvisor,"Senior Data Scientist - Viator, London, Oxford, UK Remote",Full Time,Senior-level,"A/B testing,Bayesian,CI/CD,Computer Vision,Deep Learning,E-commerce","Career development,Competitive pay,Fitness / gym,Health care,Insurance",129000.0,In location,United Kingdom,Data Science
Moonpig,Data Engineer,Full Time,Senior-level,"Airflow,Architecture,AWS,Data pipelines,Engineering,FiveTran",Not specified,115000.0,In location,United Kingdom,Data Engineer
Agoda,"Data Analyst (Bangkok Based, Relocation Provided)",Full Time,Senior-level,"A/B testing,Banking,Business Intelligence,Computer Science,Consulting,Data analysis",Career development,92000.0,In location,Thailand,Data Analyst
Raft,Associate AI/ML Engineer,Full Time,Mid-level,"Computer Science,Engineering,GitHub,Machine Learning,Mathematics,ML models","401(k) matching,Career development,Competitive pay,Flex hours,Flex vacation",77000.0,Remote,United States,Artificial Intelligence
Business & Decision,Azure Data Architect,Full Time,Senior-level,"Architecture,Azure,Business Intelligence,DevOps,Machine Learning,SQL",Not specified,62000.0,In location,France,Machine Learning
Tesco Bengaluru,Senior Applied Data Scientist,Full Time,Senior-level,"Excel,Finance,GitHub,Mathematics,R,SQL",Not specified,50000.0,In location,India,Data Science
Publicis Groupe,"Senior Scientist, Decision Sciences",Full Time,Senior-level,"Big Data,Computer Science,Data analysis,Data management,Economics,Engineering","Career development,Competitive pay,Health care,Startup environment",69000.0,In location,United States,Big Data
Umniah,Data Scientist,Full Time,Entry-level,"APIs,Architecture,Clustering,Computer Science,Data analysis,Data Analytics",Career development,40000.0,In location,Jordan,Data Science
Deliveroo,Data Operations & Insights Manager,Full Time,Mid-level,"BigQuery,Data analysis,Data Analytics,DataOps,E-commerce,Engineering","Career development,Parental leave",51000.0,In location,United Kingdom,Data Analyst
Visa,Principal ML Engineer - AI Platform,Full Time,Senior-level,"Agile,AI governance,Architecture,Big Data,Deep Learning,Engineering","Career development,Equity,Health care,Insurance,Salary bonus",131000.0,In location,United States,Artificial Intelligence
Databricks,"Principal Product Marketing Manager, AI & Machine Learning",Full Time,Senior-level,"Computer Science,Data Analytics,Databricks,Engineering,Excel,LLMs","Career development,Conferences,Flex hours,Flex vacation,Health care",62000.0,In location,United States,Artificial Intelligence
Locus Robotics,Technical Support Specialist (Robotics) - EU - Remote,Full Time,Entry-level,"Computer Science,E-commerce,Engineering,Jira,Robotics",Not specified,35000.0,In location,Netherlands,"TECHNICAL SUPPORT SPECIALIST (ROBOTICS) - EU - REMOTE COMPUTER SCIENCE,E-COMMERCE,ENGINEERING,JIRA,ROBOTICS,"
Uni Systems,Data Architect,Full Time,Mid-level,"Architecture,Computer Science,Data governance,Data management,Security",Career development,135000.0,In location,Luxembourg,"DATA ARCHITECT ARCHITECTURE,COMPUTER SCIENCE,DATA GOVERNANCE,DATA MANAGEMENT,SECURITY,"
